97184 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97190,Le Gosier,Guadeloupe,Guadeloupe,16.206900,-61.493301
97197 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97010 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97115,Sainte-Rose,Guadeloupe,Guadeloupe,16.332399,-61.697899
97136,Terre-de-Bas,Guadeloupe,Guadeloupe,15.850100,-61.644199
97156 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97199 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97112,Grand-Bourg,Guadeloupe,Guadeloupe,15.883500,-61.314800
97175 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97086 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97166 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97187 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97170,Petit-Bourg,Guadeloupe,Guadeloupe,16.191401,-61.591599
97125,Bouillante,Guadeloupe,Guadeloupe,16.130400,-61.769199
97127,La Désirade,Guadeloupe,Guadeloupe,16.316700,-61.033298
97185 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97163 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97164 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97009 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97117,Port-Louis,Guadeloupe,Guadeloupe,16.419001,-61.531300
97002 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97100,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97153 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97121,Anse-Bertrand,Guadeloupe,Guadeloupe,16.472099,-61.507801
97152 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97119,Vieux-Habitants,Guadeloupe,Guadeloupe,16.058901,-61.765999
97006 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97029 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97179 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97142,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97165 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97171 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97158 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97198 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97192 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97004 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97110,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97157 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97191 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97151 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97085 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97105 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97113,Gourbeyre,Guadeloupe,Guadeloupe,15.993800,-61.691399
97118,Saint-François,Guadeloupe,Guadeloupe,16.252600,-61.274101
97154 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97183 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97186 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97169 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97005 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97130,Capesterre-Belle-Eau,Guadeloupe,Guadeloupe,16.043200,-61.566002
97139,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97155 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97108 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97111,Morne-à-l'Eau,Guadeloupe,Guadeloupe,16.333401,-61.458801
97102 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97159 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97008 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97023 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97160,Le Moule,Guadeloupe,Guadeloupe,16.333200,-61.347301
97196 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97104 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97141,Vieux-Fort,Guadeloupe,Guadeloupe,15.951300,-61.699100
97167 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97189 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97128,Goyave,Guadeloupe,Guadeloupe,16.135201,-61.574001
97131,Petit-Canal,Guadeloupe,Guadeloupe,16.378401,-61.487900
97173 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97176 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97107 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97120,Saint-Claude,Guadeloupe,Guadeloupe,16.024099,-61.702202
97129,Lamentin,Guadeloupe,Guadeloupe,16.271000,-61.631199
97172 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97011 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97082 CEDEX,Petit-Bourg,Guadeloupe,Guadeloupe,16.191401,-61.591599
97101 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97180,Sainte-Anne,Guadeloupe,Guadeloupe,16.226400,-61.379200
97122,Baie-Mahault,Guadeloupe,Guadeloupe,16.267401,-61.585400
97181 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97084 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97116,Pointe-Noire,Guadeloupe,Guadeloupe,16.230900,-61.787800
97109 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97123,Baillif,Guadeloupe,Guadeloupe,16.020201,-61.746300
97001 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97003 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97103 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97137,Terre-de-Haut,Guadeloupe,Guadeloupe,15.866300,-61.582699
97162 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97168 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97188 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97195 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97194 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97134,Saint-Louis,Guadeloupe,Guadeloupe,15.954900,-61.317799
97106 CEDEX,Basse-Terre,Guadeloupe,Guadeloupe,15.998500,-61.725498
97178 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97174 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97177 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97182 CEDEX,Les Abymes,Guadeloupe,Guadeloupe,16.271000,-61.504501
97019 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97161 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97140,Capesterre-de-Marie-Galante,Guadeloupe,Guadeloupe,15.883300,-61.216702
97193 CEDEX,Jarry,Guadeloupe,Guadeloupe,16.235901,-61.557999
97007 CEDEX,Pointe-à-Pitre,Guadeloupe,Guadeloupe,16.242201,-61.534302
97114,Trois-Rivières,Guadeloupe,Guadeloupe,15.975700,-61.645100
97126,Deshaies,Guadeloupe,Guadeloupe,16.306499,-61.794201
